2019-07-13 17:59:02.904 [main] INFO  com.consoledeployserver.ConsoleDeployServerApplication - Starting ConsoleDeployServerApplication on JXL-20170825TXC with PID 9840 (D:\console-deploy-server\target\classes started by wudongchun in D:\console-deploy-server)
2019-07-13 17:59:02.911 [main] INFO  com.consoledeployserver.ConsoleDeployServerApplication - No active profile set, falling back to default profiles: default
2019-07-13 17:59:04.542 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8855 (http)
2019-07-13 17:59:04.560 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8855"]
2019-07-13 17:59:04.571 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-07-13 17:59:04.571 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.21]
2019-07-13 17:59:04.715 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-07-13 17:59:04.716 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1709 ms
2019-07-13 17:59:05.231 [main] INFO  org.springframework.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1e2232f, org.springframework.security.web.context.SecurityContextPersistenceFilter@f3166a, org.springframework.security.web.header.HeaderWriterFilter@e09c51, org.springframework.security.web.csrf.CsrfFilter@15a4a5, org.springframework.security.web.authentication.logout.LogoutFilter@d1608f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@b26378, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1637a24, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@8df0b3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6bc4c, org.springframework.security.web.session.SessionManagementFilter@69d87c, org.springframework.security.web.access.ExceptionTranslationFilter@1ab01d9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1efda6c]
2019-07-13 17:59:05.420 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-07-13 17:59:05.681 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
